title,price,condition,shipping,link
"Lenovo LOQ 15.6"" FHD 144Hz AMD Ryzen 7 250 16GB RAM 512GB GeForce RTX 5060Opens in a new window or tab",$869.99,Not specified,See details,https://www.ebay.com/itm/297778435393?_skw=laptop&itmmeta=01KEHQ9KA1C2KM5MQ08YKEP61T&hash=item4554fa5541:g:ILUAAeSwiWBpMmk5&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1f8HZrPGfm7mn7GqhvVuVyMEXSemRmGqSi6Jvl9oh6977mAd8DqzPDP3bAZG68Guzz%2FILL1MG%2FKvBv8YF3FhlwRQac6HJ06BlPH7TrayvzQUw4cwTj%2FQi0edSJwJ8oQR9JwrB5uXX7nOP4ZmcSWVJFtjeaMPnyDenvWybemfHJz2h96LW2zDSLy313ed8ilO5SNSZ2nBELig%2BOnh1ryDW6NM2GLhqzb9VkTFUBbiqOMjntSyDT3km671CJ8HKRZKI4aoATrcfKpvLiw9CPlMGeG%7Ctkp%3ABk9SR7K1prf0Zg
"Lenovo 100e 2nd Gen 11.6"" AMD 3015e @ 1.20GHz 4GB RAM 64GB Win11Pro LAPTOP.Opens in a new window or tab",$49.99,Not specified,See details,https://www.ebay.com/itm/277455741500?_skw=laptop&itmmeta=01KEHQ9KA1AYWTRAHJZ2X91KBT&hash=item4099a6a23c:g:5-8AAeSwtgxo9q2F&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1dx49Tembk0d2GZoxnjx31puitN9tkMCeCoG8vfxGGrHQzQoMoz3qWKeHkwVrrP3tSZXycvC6Uuv%2FKZRTDVwR5Tcq3us1j%2Fb0zi4taoW5APjyFJXDFXKab5K2mBoec0LQ07LKKdS0TSorIFoqk9JZFYcE3ElrL2YVugCVH2mCeeYB1cdn12%2B4Nv0O9yCQahLOF%2B3RH9dm%2F13axyPF9sYFRH6KB36j9zVoAE8BBs%2BvCsiw%3D%3D%7Ctkp%3ABk9SR7K1prf0Zg
HP Spectre X360 13.3” Touchscreen Laptop Core i7 16GB RAM 256GB SSD Win 11 ProOpens in a new window or tab,$273.60,Not specified,See details,https://www.ebay.com/itm/256942721121?_skw=laptop&itmmeta=01KEHQ9KA12N4VP4XXFH2NYGGX&hash=item3bd2fac861:g:-sAAAeSw5jppXLDV&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1fmCPNH%2FoTmYrshNaTHTJ5TEoi1HhHEILCuNZFVrKyg5UrhTyC3wf1KdbWoLVwqmKRDyKedEaGPBEGSCUbpuIDgPd9MdUb5jNY15qtjNOFtlE3uqn72BhoHhgGetBVhLCQA2xqAoc10%2BolfaSpSDviPku7E2Ozs2JzRomthN0VfI%2F2x%2BapsSCyNE6cXX157rEEhWiZmFr2xEeWZuo1UGYGryzszOXDiPI3zMj02jPQU4Q%3D%3D%7Ctkp%3ABk9SR7K1prf0Zg
"HP ProBook x360 11 G5 Laptop Celeron N4020 4GB 64GB 11.6"" Touch W11 Pro 2 in 1 !Opens in a new window or tab",$66.00,Not specified,See details,https://www.ebay.com/itm/326059558877?_skw=laptop&itmmeta=01KEHQ9KA1M3S1RFJETTRGQ1SX&hash=item4beaaa07dd:g:Y30AAeSw67lpGzhL&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1csPi883LFkR9p06juPq%2BZ%2FZ3h4OgK%2Bo52wFChyCLvxuc717sn0jUfYrLMESMW0Fj9wl7O33gp319kyOpwcx1nUuSYBU%2B4%2BTRQoFeljgEKmbntD5rTw5WSIs6Y9Qi8j5fClqQLoc4%2BVnZiAUt%2B%2F0E7LZL1aJOxpEmXVkS5jdpako76knND%2FSNHVf4AkqPIGIrnIlruIaFEPDwfJRPVbXK5VVqzj%2FH58Xdgxsddk2vH5pA%3D%3D%7Ctkp%3ABk9SR7K1prf0Zg
"Windows 10 PRO Laptop Notebook PC Computer Dual core, 4GB Ram, 250GB HDD DVDRWOpens in a new window or tab",$99.00,Not specified,See details,https://www.ebay.com/itm/335462458874?_skw=laptop&itmmeta=01KEHQ9KA1ABQH2G2XZFXWDBJ8&hash=item4e1b1ee5fa:g:G7wAAOSwg29mfvBF&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1dsYPRVoa3xBkfdFMOyI4wi6PRaOOGpk6Jqz9G3ohDQ8DQrYidO8fsVnTq5S6YCPNAjOsvDyC1tZH1U4xQT945iwtryRONPHb%2BZY3IuINGpI58L4BJKg20dZH98V8FMaJ0sXaxfgTmm9jbY5cyPNwHP7%2B4Wu12m1LAP%2BXlGM9VfBHam9n2tJncS6nD90t1xMP5tItrhj7SWDCa4XsVjqk6WvEofog%2FQUgYtTfqJM01Am83v%2BwJ6IF0%2B7y3%2F8yyJlSXmc1PWykuAJmMSGdvtR3bH%7Ctkp%3ABk9SR7K1prf0Zg
"Lenovo LOQ-E 15.6"" 144Hz RTX 3050 Intel i5-12450HX 16GB RAM 512GB SSD AI LaptopOpens in a new window or tab",$539.99,Not specified,See details,https://www.ebay.com/itm/297540864595?_skw=laptop&itmmeta=01KEHQ9KA240G67KP1ET32XXD9&hash=item4546d14a53:g:pMsAAeSwSz1onsB~&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1c9UGks8%2B7XhRdGtRvj7RZqMskARptq1c6ey87pD1O1GUJq3BWtAIKyO9IMWsAKS%2BUxxzlukjh3o5fMacJXt3YgFlR2iqg1XX%2B9ebG2m8X%2FYa9GmCebXXuRXDaOLdzmzluid3cLwrgqwU8LJ29CdPTpv89SZswCldIKji7TiMOsNKTZrg7tQRrC3rrJaWA%2BTpOBAm8peBqdo%2FeCDepA9bxT0MXwBC08%2Fy9NMXWBs19a2um%2F2KZ1kcr9Qh1Sdp5qaerfw2JD8h22kjF37M%2FcuWa3%7Ctkp%3ABk9SR7S1prf0Zg
"Dell Inspiron 15 Touchscreen Laptop 15.6"" FHD Intel i5-1334U 8GB RAM 512GB SSDOpens in a new window or tab",$319.99,Not specified,See details,https://www.ebay.com/itm/236454069003?_skw=laptop&itmmeta=01KEHQ9KA2J57P5J5YB00ZC4FW&hash=item370dc2c30b:g:mCMAAeSwjlNpE4Z8&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1fEmiHn%2BtzmKPMSwAvYQIN4ptBSiH%2FtqOaEf0NmrZ8wpZ0hzIyH3kLhmyu9SLL8MW1f7NOELJXj%2BMt8i5JgXxJimqyZXSkrlIQb7%2BY6SISl%2FYCjMNiQ%2BmvHhaxHzxNzc7d15lfaqCAmVAqQ4BENQ11hqrkYxd6%2BP9f%2FDaC3vskGZlFJ05PYNwFxuUAcM1Eynu695VMh1x7NGuWYuMgo9%2FOjcf7ypnmhuDd8BsJgA%2FQnaqzTNmaqGyish00cTOqk2WP8dbfTni78GdzNNPPLGm7M%7Ctkp%3ABk9SR7S1prf0Zg
"Microsoft Surface Laptop 3 13.5"" Touch Intel i7-1065G7 16GB 256GB SSD - BlackOpens in a new window or tab",$299.99,Not specified,See details,https://www.ebay.com/itm/257296296836?_skw=laptop&itmmeta=01KEHQ9KA22M6JD3PC0K77S8JP&hash=item3be80deb84:g:FiEAAOSwxyNnrRcy&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1dEj1AMQyywdOYzwW6O8WsmeJ1bOcl1dwh0tmLP65y5YcEuP7IBt5Pa2Yr1Xvbm7stBv8L8asfNNKeyWC7FSb3wCXociMWOtBYkrkT77gGFWrPmNoasa1HsBu1drSgg1QRvSw4X143Gd%2FRdjcsPJUC9ggzxHuGAu22xs%2BnTZDnr%2B41UQnSPefAVI9K3PCxu3rCd1UoEIwf2j2pIQHZtHBNuNEydujlcB1zoSXQQdhapl6GBqcIBEnk6ro6zORq%2FuXvz157yOS13ySKL4foukklr%7Ctkp%3ABk9SR7S1prf0Zg
HP EliteBook Laptop Computer PC 14 AMD RYZEN 5 PRO 32GB 1TB Windows 11 MEGA SALEOpens in a new window or tab,$259.99,Not specified,See details,https://www.ebay.com/itm/227145119267?_skw=laptop&itmmeta=01KEHQ9KA22QMZYW2XM92B54EZ&hash=item34e2e77623:g:iUcAAeSwqEVpTBGy&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1dhPnVAVrwykl8Y5jOQuE1nImQLVLtehmHHSYrMnlq3Aq%2F0OQ7CNw9ihuHBAuRco4sV6aY%2F5WDN5GftCIQZCt%2B1zb415O%2F7NFbNoL8D2tqq1vtbluFZZIgsf8BY%2B4Bcefx8WVj14val%2FLysNvR0hsSK5FpVQfgixXN0b3CMOMU%2FmkW24OJw4zBwUZ42q2RGrdqKkRd25mKK9ZQmN4x4dxTfdf1uKYtdy3yh7v1T9T5Pwg%3D%3D%7Ctkp%3ABk9SR7S1prf0Zg
15.6 Student Laptop Intel Pentium Quad Core N100 8GB RAM 256GB SSD WiFi 6 Win 11Opens in a new window or tab,$179.99,Not specified,See details,https://www.ebay.com/itm/336255499425?_skw=laptop&itmmeta=01KEHQ9KA2G90CF08480WCX96F&hash=item4e4a63bca1:g:P74AAeSwbMFo~dQY&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1cRjMZJfpJR7OHNoZohPyl%2FQdJcZmAUnSex2hKaiYYj%2BLo7uzwXjCLN1SrZ1k51ncjvGQX0VkFaZA95bTUn8vihA7ungsw7QCwKcLYcv%2B%2FyVNGZBQ8IpfcPWiq8vcHFBmgm6C5XSsjdVMzMWnzrW9q12QKRULQ5HUrRUX%2F6N28wfgQraHYL%2FOP%2F53H1Z%2Bg382VUDEaekXRDPiv6%2F4WOp4eCin%2BYso1lTcz%2Fe5piQZAobA%2BcGP0bDjB082EAYOTE23ISm4YDhsW2D1luKqcKZJqX%7Ctkp%3ABk9SR7S1prf0Zg
"Dell Latitude 5411 Business Laptop 14"" Core i5 4.5GHz 16GB RAM 1TB SSD Win 11Opens in a new window or tab",$285.83,Not specified,See details,https://www.ebay.com/itm/286047394395?_skw=laptop&itmmeta=01KEHQ9KA2GRNM5Y1SJMYM6WEZ&hash=item4299c0da5b:g:MZkAAeSwaWVpYLL5&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1cSjP7QtC5aIvsttx%2FRffUG2WgD7NthF4Fi86v2ky7b68yDiVz4FSg1HUm1LAb7cI43caahawQc9Di5PDHfS3dyOqeUtntysikRsc4nW4VGLsEJoOZ1%2FnTMu%2Fs0BcEB%2BF%2Fxj0Wtk8ry3qz%2F3wBK8ITK8HKL1OLSDVmVXm31FiaHCrNIuahC78lziAnREzT5kd3kAkKP%2F7Ua8twbZHNSvWjRp4Rg5AnD9cPIEt9--%2FINbQ%3D%3D%7Ctkp%3ABlBMULS1prf0Zg
"Dell Inspiron 3501 15.6"" Windows 11 Laptop (Intel 11th Gen / 16GB RAM / 256GB)Opens in a new window or tab",$239.99,Not specified,See details,https://www.ebay.com/itm/177735901376?_skw=laptop&itmmeta=01KEHQ9KA2GMA7AZD2HHG6G334&hash=item2961e2a0c0:g:0pcAAeSwk~VpV~gn&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1e5e6go6ZMIMbNg8ro69gkVkIT7s8845rDVFRyP%2BDLiEQ57ShB9OhrVnEF1I2H5yc64gxFS5Dt3PJax2IssWQPnX1WWdNY%2FKUNebTbOy20kr6EZPAaNeEf51OCREQEHpmwE6dfOiCfNv13i1E98NRhdX%2BubtaP9mG%2BC%2B%2FXOdmGN%2FltipMcWrgzOyuglmZmE6r%2FL%2F8wVmb91eXJUgSAKHtKTGJCoA%2BjJ6OIzgTIEhb9hPQ%3D%3D%7Ctkp%3ABlBMULS1prf0Zg
